article_snippet,reference_summary,openai_summary,anthropic_summary,gemini_summary,openai_latency,anthropic_latency,gemini_latency,openai_rougeL,anthropic_rougeL,gemini_rougeL
"(CNN)Since Iran's Islamic Revolution in 1979, women have been barred from attend","Iranian sports official: The ban will be lifted for some events in the coming year .
But he says ""families are not interested in attending"" some sports matches .","Iran is set to lift its long-standing ban on women attending men’s sports events, with a plan to allow ""women and families"" into sports stadiums for some indoor events in the coming year. While the exact events remain unclear, the Deputy Sports Minister noted that the ban, imposed since the Islamic Revolution in 1979, has faced increasing pressure from international sports officials and activists advocating for gender equality in sports.","Iran's Deputy Sports Minister announced that a ban on women attending men's sports events, in place since the 1979 Islamic Revolution, will be lifted for indoor sports in the coming year. The restriction has been controversial internationally, with FIFA and other sports officials pressuring Iran to end the policy, which reportedly cost Iran the opportunity to host the 2019 Asian Cup soccer tournament. The move comes after increased activism and international scrutiny, including the case of Ghoncheh Ghavami, a British-Iranian woman detained for attempting to watch a volleyball match.","Iran plans to lift its ban on women attending some men's sports events, a restriction in place since the 1979 Islamic Revolution. Deputy Sports Minister Abdolhamid Ahmadi announced that a plan to allow ""women and families"" into stadiums will be implemented within the next year, initially for indoor sports. This move follows international pressure, including from FIFA, to end the ""intolerable"" ban.",3.027491807937622,2.1222689151763916,1.407444953918457,0.20202020202020202,0.20168067226890754,0.15555555555555556
"(CNN)Just as mimeograph machines and photocopiers were in their day, online acti","Going online has become the path of least resistance if you want to make yourself heard .
But where there is the restrictive rule of law, journalists are vulnerable to the anger of officialdom .
From China to Malaysia, journalists and bloggers have been jailed -- even killed .","Online platforms have emerged as critical outlets for dissent against traditional media, especially in authoritarian regimes where access to mainstream channels is restricted. In countries like Singapore and Malaysia, individuals such as Amos Yee and five editors from The Malaysian Insider face legal repercussions and imprisonment for expressing critical views online. This trend of silencing dissent through legal means or imprisonment is prevalent in several Asian countries, with China being the largest jailer of journalists, particularly targeting bloggers and activists.","Online platforms like blogs, YouTube, and social media have become the primary means for dissidents in authoritarian Asian countries to voice dissent, due to limited access to traditional media. However, governments in countries like Singapore, Malaysia, China, and Vietnam increasingly use legal mechanisms—including libel suits, defamation charges, and arrests—to silence critical online voices. Cases like teenage blogger Amos Yee in Singapore and editors from The Malaysian Insider demonstrate how authorities target both individual activists and media outlets that challenge government narratives.","Online platforms have become a crucial alternative to traditional media for dissidents, especially in authoritarian countries where access to mainstream outlets is restricted. However, this shift to online expression often comes with significant risks, including legal repercussions like defamation lawsuits and even imprisonment, as seen in cases from Singapore, Malaysia, and Vietnam. These governments frequently use legal and financial pressure to silence critical voices and control the narrative, highlighting the ongoing struggle for free speech in the digital age.",2.383435010910034,1.969843864440918,1.2533228397369385,0.14400000000000002,0.140625,0.16129032258064516
"(CNN)When singer Avril Lavigne went missing from the music scene, there was tons","The singer had been off the scene for a while .
She says she was bedridden for months .
Lavigne was sometimes too weak to shower .","Avril Lavigne revealed in an interview that she was bedridden for five months due to Lyme disease after a tick bite, experiencing severe health issues that left her feeling unable to move or breathe. During her recovery, which took place at her Ontario home with support from her husband and mother, she received overwhelming concern and well-wishes from fans. Now 80 percent better, Lavigne is planning to release a new single and emphasizes a renewed appreciation for life following her illness.","Avril Lavigne revealed that she was bedridden for five months after contracting Lyme disease from a tick bite, experiencing severe symptoms including difficulty breathing, talking, and moving. During her recovery at her Ontario home, her husband Chad Kroeger and mother provided care while she struggled with lightheadedness and lethargy that doctors initially couldn't diagnose. Now 80 percent recovered, Lavigne is releasing new music and says the experience has given her a new perspective on life.","After much speculation about her absence, singer Avril Lavigne revealed she was bedridden for five months with Lyme disease. She believes she contracted it from a tick bite last spring, experiencing severe symptoms that doctors initially struggled to diagnose. Now ""80 percent better,"" Lavigne is releasing new music and says the experience has given her a new perspective on life.",2.021574020385742,1.8327031135559082,0.9063880443572998,0.1320754716981132,0.11999999999999998,0.16666666666666669
"(CNN)A trip to a former heavyweight champ's gaudy, abandoned mansion. The talles","Here are six of CNN's best videos of the week .
Clips include a look at Mike Tyson's abandoned mansion .","This week's notable videos include a tour of Mike Tyson's former extravagant mansion in Ohio, which is set to become a church, and a look at the thrilling Fury 325 coaster at Carowinds amusement park. Additionally, an exclusive interview reveals allegations of sexual assault against Bikram yoga creator Bikram Choudhury, alongside insights from a shepherd who witnessed the tragic crash of Germanwings Flight 9525.","The article highlights several viral videos from the week, including a tour of Mike Tyson's abandoned Ohio mansion from the 1980s-90s, footage of the world's tallest and fastest roller coaster at a North Carolina amusement park, and a CNN exclusive interview with women alleging sexual assault by Bikram yoga creator Bikram Choudhury. Other notable videos featured a shepherd's account of witnessing the Germanwings plane crash in the French Alps, a debate on Indiana's religious freedom law, and a study on facial beauty standards.","This article highlights a collection of CNN's top videos of the week, covering diverse topics. Featured segments include a tour of Mike Tyson's former opulent mansion, a ride on the world's tallest and fastest ""giga-coaster,"" and an exclusive interview with a spiritual leader facing sexual assault allegations. Other videos discuss a witness account of the Germanwings Flight 9525 crash, a debate on Indiana's religious freedom law, and a study on the ""most beautiful"" celebrity faces.",2.726630926132202,1.887618064880371,1.2768261432647705,0.1839080459770115,0.18348623853211007,0.25742574257425743
Washington (CNN)Israeli Prime Minister Benjamin Netanyahu criticized the deal si,"Netanyahu says third option is ""standing firm"" to get a better deal .
Political sparring continues in U.S. over the deal with Iran .","Israeli Prime Minister Benjamin Netanyahu has criticized the recent nuclear deal between Iran and six world powers, advocating for increased pressure on Iran as a better alternative to the agreement. He asserts that the deal fails to dismantle Iran's nuclear infrastructure and questions its reliability, while U.S. political figures, including Democrats and Republicans, engage in a debate over its implications. Although President Obama supports the deal as a viable option, some lawmakers, including Senator Dianne Feinstein, believe it may offer an opportunity for change in regional dynamics.","Israeli Prime Minister Benjamin Netanyahu criticized the nuclear deal struck by six world powers and Iran, arguing there is a ""third alternative"" to either accepting the deal or war—continuing to apply pressure for better terms. Netanyahu contended the deal fails to dismantle Iran's nuclear infrastructure, allows thousands of centrifuges to continue operating, and cannot be trusted given Iran's history of deception. The comments fueled ongoing partisan debate in Congress, with Democrats defending the framework as a workable opportunity and Republicans arguing it is too lenient on Iran.","Israeli Prime Minister Benjamin Netanyahu criticized the proposed nuclear deal with Iran, arguing for a ""third alternative"" of increased pressure to achieve a better agreement rather than accepting what he calls a ""bad deal"" or resorting to war. His comments fuel ongoing debate in the U.S., with Democrats largely supporting the framework as a workable solution and Republicans, along with Netanyahu, expressing strong opposition due to concerns about Iran's trustworthiness and the deal's perceived leniency.",2.653909921646118,1.993372917175293,1.3870940208435059,0.16071428571428573,0.17699115044247787,0.23762376237623764
(CNN)Standing up for what you believe. What does it cost you? What do you gain? ,"Indiana town's Memories Pizza is shut down after online threat .
Its owners say they'd refuse to cater a same-sex couple's wedding .","Memories Pizza in Walkerton, Indiana, has become a focal point of controversy after its owners declared they would not cater a same-sex wedding, citing their religious beliefs. This decision sparked significant backlash, including calls for boycotts, harassment, and threats, resulting in the establishment temporarily closing. Meanwhile, a fundraising campaign in support of the restaurant garnered over $842,000, highlighting the polarized opinions surrounding the issue of religious freedom versus discrimination.","Memories Pizza in Indiana became the center of controversy after its owners stated they would refuse to cater same-sex weddings, citing their religious beliefs under the state's new Religious Freedom Restoration Act. The statement sparked intense backlash on social media with calls for boycotts and even threats, while supporters simultaneously rallied to the business and raised over $842,000 through a GoFundMe campaign. The incident highlights the polarized debate surrounding the law, with critics viewing it as enabling discrimination and supporters defending religious freedom.","Memories Pizza in Walkerton, Indiana, became the center of controversy after its owners stated they would refuse to cater a same-sex wedding, citing the state's Religious Freedom Restoration Act. This sparked widespread debate, with critics calling for boycotts and supporters rallying to donate over $842,000 to the business. The pizzeria faced both severe backlash, including threats that led to its temporary closure, and a significant outpouring of financial and social media support.",2.464181900024414,1.7750859260559082,1.0788369178771973,0.22916666666666669,0.21621621621621617,0.26
"(CNN)Police in the Indian city of Malegaon, in the western state of Maharashtra,","Authorities in the Indian city of Malegaon have asked residents to take a 'mugshot' of their cattle .
Cows are revered by the majority Hindu population, and many parts of the country have laws banning the slaughter of cattle .
Officials in Malegaon believe this is the best way to solve cow slaughter cases and enforce the law .","Police in Malegaon, Maharashtra, are requiring residents to submit 'mugshots' and details of their cattle to create a database aimed at preventing cow slaughter after a state-wide ban on beef sales and consumption. This measure follows recent incidents of cow slaughter, and authorities believe it will help enforce the law effectively. The ban has sparked significant backlash from beef traders, who have protested and threatened legal action against the government's restrictions on personal dietary choices.","Police in Malegaon, India are requiring cattle owners to register their cows with identity cards and photographs following a state-wide ban on beef sales and consumption, as cows are considered holy in the Hindu-majority region. The database system is intended to help authorities quickly identify and investigate cases of illegal cow slaughter, which now carries severe penalties including up to five years in prison. The measure has sparked strong opposition from beef traders who organized a month-long strike and plan to challenge the law in court.","Following a state-wide ban on beef in Maharashtra, India, police in Malegaon are requiring residents to register their cattle with photographs and unique identifying features. This initiative aims to create a database to enforce the new law and combat cow slaughter, which is now a non-bailable offense with severe penalties. The ban has sparked controversy among beef traders and consumers, with similar strict laws being implemented in other Indian states.",2.9029550552368164,1.9047961235046387,1.2859110832214355,0.2556390977443609,0.22068965517241376,0.21875000000000003
"(CNN)It's the kind of thing you see in movies, like Robert Redford's role in ""Al","A South Carolina man says he spent 66 days alone at sea before being rescued .
Other sole survivor stories include a Japanese man washed away by a tsunami .
An El Salvador man says he drifted from Mexico to Marshall Islands over a year .","Recent articles recount remarkable stories of survival at sea, where individuals faced extreme challenges after becoming stranded. Louis Jordan was rescued after enduring a capsized sailboat and using ingenuity to survive on limited resources for several days in the Gulf Stream. Similarly, Jose Salvador Alvarenga survived over a year adrift in the Pacific Ocean after an unexpected journey took him far off course, showcasing the resilience required to overcome such dire circumstances.","The article describes rare cases of people surviving extended periods stranded at sea through resourcefulness and luck. It highlights two recent examples: Louis Jordan, whose sailboat capsized multiple times off North Carolina before he was rescued after rationing water and catching fish with laundry, and Jose Salvador Alvarenga, who drifted across the Pacific Ocean for over a year after his boat lost its engine in a storm. These survival stories are exceptional, as most cases of people becoming truly lost at sea end tragically rather than in rescue.","The article discusses the rare and incredible stories of individuals who survive being lost at sea for extended periods, highlighting the reliance on ingenuity, resourcefulness, and luck rather than technology. It presents two recent examples: Louis Jordan, who survived for 66 days after his sailboat capsized multiple times, and Jose Salvador Alvarenga, who claims to have drifted across the Pacific for over a year. These accounts, while difficult to verify, showcase the extraordinary will to survive against immense odds.",2.1390671730041504,1.985780954360962,1.3328139781951904,0.13913043478260867,0.13740458015267176,0.11475409836065575
(CNN)The world's biggest and most powerful physics experiment is taking place as,"The Large Hadron Collider (LHC) begins again after a two-year shutdown .
The restart was delayed in March .","The Large Hadron Collider (LHC), the world's largest particle accelerator, has successfully resumed operations after a two-year shutdown, with the first beams circulating in its 17-mile ring. Scientists aim to recreate conditions similar to those moments after the Big Bang to explore fundamental questions about the universe, including the nature of mass, dark matter, and antimatter. The LHC, which costs approximately 3 billion euros, represents decades of work by thousands of scientists and engineers, and is poised to push the boundaries of current particle physics knowledge.","The Large Hadron Collider (LHC), the world's largest particle accelerator, has restarted after a two-year shutdown and successfully circulated its first beams following final testing. Scientists at CERN aim to recreate the conditions moments after the Big Bang to answer fundamental physics questions about the universe's origin, the nature of mass, dark matter, and dark energy. The massive $3.3 billion machine generates 600 million particles per second and will be pushed to record energy levels in upcoming experiments.","The Large Hadron Collider (LHC), the world's largest particle accelerator, has restarted after a two-year shutdown, with scientists at CERN circulating the first beams. This massive experiment aims to recreate conditions from the Big Bang to understand the universe's evolution, including the origin of mass, fundamental forces, and dark matter. Scientists hope to push the boundaries of the Standard Model of particle physics by achieving unprecedented energy levels.",3.590224027633667,1.7105801105499268,1.8420369625091553,0.22429906542056074,0.24,0.24719101123595505
"Atlanta (CNN)It was a scene worthy of any top cop show on TV -- bullets flying, ","FBI agents and a suspected serial robber exchange gunfire in an FBI stakeout .
Two FBI agents are injured and the suspect is shot during the gunfight .","FBI agents pursued 36-year-old Kevone Charleston, suspected of 32 commercial robberies, as he attempted to rob a CVS pharmacy in Forsyth County, Georgia. During the confrontation, Charleston fled in his vehicle, colliding with several FBI cars, leading to injuries for two agents and his eventual capture after he was shot. Both agents have since been treated and released, while Charleston's injuries are not life-threatening.","FBI agents pursued 36-year-old Kevone Charleston after spotting him at a CVS pharmacy in Georgia on Saturday morning, suspecting he was about to commit another robbery as part of a series of 32 commercial robberies dating back to November 2013. When confronted, Charleston fled in his vehicle and collided with multiple FBI cars, injuring two agents, before being shot and apprehended in the median about 75 yards away. The suspect's injuries are not life-threatening, and the two injured agents were treated and released from the hospital.","An FBI pursuit of a suspected serial armed robber, Kevone Charleston, in Forsyth County, Georgia, resulted in a dramatic confrontation. Agents, who had been tracking Charleston for his alleged involvement in 32 commercial robberies, moved in as he prepared to rob a CVS. During the attempt to flee, Charleston rammed several FBI vehicles, injuring two agents, before he was shot and apprehended.",1.7463781833648682,1.9204902648925781,1.042726993560791,0.19148936170212766,0.20689655172413796,0.22727272727272727
(CNN)Sky watchers in western North America are in for a treat: a nearly five-min,"The total eclipse will only last 4 minutes and 43 seconds .
People west of the Mississippi River will have the best view .
Parts of South America, India, China and Russia also will see the eclipse .","Sky watchers in western North America experienced a nearly five-minute total lunar eclipse this morning, beginning at 3:16 a.m. Pacific Daylight Time and peaking at 4:58 a.m. with a duration of four minutes and 43 seconds, making it the shortest of the century. Although the best views were available west of the Mississippi River, a partial eclipse could be seen across the nation, while regions like Europe and the Middle East missed out entirely. This eclipse is part of a tetrad series, with one more to follow later this year.","A nearly five-minute total lunar eclipse occurred in western North America early this morning, with the shortest totality of the century lasting only 4 minutes and 43 seconds. The eclipse was visible across most of North America and parts of South America, India, China, and Russia, though sunrise interrupted the view on the East Coast. This eclipse is the third in a rare series of four consecutive lunar eclipses known as a ""tetrad,"" with the final one occurring on September 28.","Sky watchers in western North America are being treated to a nearly five-minute total lunar eclipse, the shortest of the century. The event, which began at 3:16 a.m. PDT, will see the moon turn a reddish ""blood moon"" color as it passes through Earth's shadow. While best viewed west of the Mississippi, a partial eclipse is visible nationwide, and it's the third in a rare ""tetrad"" series.",5.20339298248291,1.7112929821014404,1.058755874633789,0.24615384615384614,0.3247863247863248,0.20560747663551404
(CNN)The terrorist group Al-Shabaab has claimed an attack on Garissa University ,"Terrorist group Al-Shabaab has attacked a Kenyan college, killing and taking hostages .
It is a clear indicator the security situation in East Africa is deteriorating, says Stefan Wolff .
More than military action aloe is needed to combat terrorism in the region, he says .","Al-Shabaab has claimed responsibility for an attack on Garissa University College in eastern Kenya, resulting in numerous casualties and hostages, reflecting the deteriorating security situation in East Africa. This incident is part of a series of escalating attacks by the Somalia-based group, which has a history of targeting Kenya since 2011 and a longstanding affiliation with al-Qaeda. The ongoing violence underscores a broader regional instability with complex historical and political roots.","Al-Shabaab claimed responsibility for an attack on Garissa University College in eastern Kenya that killed many people and took hostages, marking another escalation in the terrorist group's activities across East Africa. The Somalia-based militant organization, which follows a radical interpretation of Islam similar to al-Qaeda and ISIS, has conducted numerous attacks in Kenya since 2011, including the 2013 Westgate Shopping Centre massacre. Al-Shabaab's rise stems from Somalia's civil war and has been strengthened by regional factors including Ethiopian military intervention, which allowed it to rebrand as both an Islamist and nationalist force opposing foreign involvement.","Al-Shabaab claimed responsibility for an attack on Garissa University College in Kenya, killing and taking many hostage, signaling a rapid deterioration of security in East Africa. This attack is part of a broader pattern of escalating violence by the Somalia-based terrorist group, which has been conducting cross-border raids into Kenya since 2011 and previously carried out the 2013 Westgate Shopping Centre massacre. Al-Shabaab, with origins in Somalia's civil war and ties to al-Qaeda, has evolved into both an Islamist and nationalist force, expanding its attacks beyond Somalia to target Christians in neighboring countries.",2.505779981613159,1.9122941493988037,1.212540864944458,0.27118644067796616,0.19178082191780824,0.22377622377622378
"(CNN)Easter is a cornerstone event in the Christian faith, but it's surrounded b","Easter is a key event in the Christian faith, but where did the Easter Bunny come from?
Why is the date different every year, and what does it have to do with the moon?","Easter, a significant event in Christianity celebrating Christ's Crucifixion and Resurrection, is accompanied by various customs and shifts in date tied to lunar phases. This year, Pope Francis led Holy Week celebrations in the Vatican, emphasizing global peace while a blood moon occurred between Good Friday and Easter Sunday. Meanwhile, in Jerusalem, Catholics and Armenian Christians observed the Resurrection, while Eastern Orthodox Christians celebrated on a different date due to their calendar differences.","Easter, a cornerstone Christian holiday celebrating Christ's Crucifixion and Resurrection, is surrounded by unique traditions like the Easter bunny and colored eggs, and unlike Christmas, its date shifts each spring based on astronomical calculations. The article traces Easter celebrations from Pope Francis's observances at the Vatican to ceremonies at the Church of the Holy Sepulcher in Jerusalem, while explaining that Eastern Orthodox Christians celebrate Easter on a different date because they use the Julian calendar rather than the Gregorian calendar used by Western Christians.","Easter, a cornerstone Christian holiday celebrating Christ's crucifixion and resurrection, is surrounded by unique traditions and a shifting annual date. Unlike Christmas, its timing depends on cosmic events, leading to different celebration dates for Western and Eastern Christians. The article explores the holiday's complexities, from Vatican celebrations and Pope Francis's address to observances in Jerusalem and the astronomical factors determining its date.",2.3076250553131104,1.9554851055145264,1.1412618160247803,0.18518518518518517,0.16666666666666666,0.20202020202020204
"(CNN)After years of making the case that the education of athletes is paramount,","In response to lawsuit, NCAA says it doesn't control quality of education for student-athletes .
But its website emphasizes importance of education, ""opportunities to learn""
Lawsuit claims students didn't get an education because of academic fraud at UNC .","The NCAA has stated in response to a lawsuit from former University of North Carolina athletes that it bears no legal responsibility for ensuring the education of student-athletes at member institutions, despite claiming to prioritize their academic success. This legal stance contrasts sharply with the NCAA's public commitment to academic integrity, leading critics to accuse the organization of hypocrisy. The lawsuit arose from an extensive academic fraud scandal at UNC, where athletes were placed in classes with no actual instruction to maintain their eligibility for sports.","The NCAA is facing a lawsuit from former University of North Carolina athletes who claim they didn't receive a proper education due to an academic fraud scandal, but the NCAA is arguing it has no legal responsibility to ensure the quality of education at member institutions despite publicly claiming that student education is its priority. The NCAA's position contradicts its own messaging about making education paramount for student-athletes and has drawn criticism from academic integrity advocates who say the organization is ""talking out of both sides of its mouth."" The UNC scandal involved thousands of athletes being placed into fake classes over 18 years so they could maintain athletic eligibility.","The NCAA is facing criticism for asserting in a lawsuit that it has no legal responsibility to ensure the academic integrity of courses for student-athletes, despite its public commitment to prioritizing their education. This stance contradicts the organization's stated mission and extensive academic standards, leading to accusations of ""double talk"" from critics. The lawsuit stems from an academic fraud scandal at the University of North Carolina, where former athletes claim they were denied a proper education.",2.1660590171813965,2.4640698432922363,1.315237045288086,0.234375,0.1568627450980392,0.25423728813559326
(CNN)A Connecticut teen who has been forced to have chemotherapy to treat Hodgki,"Judge won't allow teen leave hospital before her last chemotherapy treatment .
Attorneys for the teen are deciding whether to appeal .
Cassandra C. is now in remission and is no longer opposed to the chemotherapy treatments .","A 17-year-old Connecticut teen with Hodgkin lymphoma, identified as ""Cassandra C.,"" will remain in temporary state custody while she undergoes chemotherapy, despite her attorney's efforts to have her returned home as she is now in remission. A Connecticut juvenile court judge denied motions for Cassandra's release and visitation, citing her previous non-compliance with treatment. Although Cassandra's health has improved, her legal team is considering further appeals after expressing disappointment with the ruling.","A Connecticut teen with Hodgkin lymphoma who was forced into chemotherapy treatment against her will must remain in state custody, according to a judge's decision Wednesday, despite being in remission after nearly six months of treatment. The 17-year-old, identified as ""Cassandra C.,"" ran away after starting chemotherapy in November because she opposed the treatment, but doctors surgically implanted a port in her chest to administer medications anyway. Her attorneys are disappointed with the ruling and are considering further appeals, though her health is reportedly improving and her treatment is scheduled to conclude this month.","A Connecticut teen, ""Cassandra C.,"" diagnosed with Hodgkin lymphoma, will remain in state custody despite being in remission after forced chemotherapy. A juvenile court judge denied motions for her to return home or have visitation, disappointing her attorneys who argue the ruling contradicts evidence. Cassandra was placed in state custody after running away from treatment, with doctors stating an 85% survival rate with chemotherapy and likely death within two years without it.",2.622115135192871,2.0774807929992676,1.4664862155914307,0.19298245614035087,0.18045112781954886,0.14814814814814814
"(CNN)Mark Ronson's ""Uptown Funk!,"" featuring Bruno Mars, is the longest-leading ","The song rules the chart for 13th week .
It passes Robin Thicke's ""Blurred Lines""
Song three weeks from potentially tying ""One Sweet Day"" for record .","Mark Ronson's ""Uptown Funk!,"" featuring Bruno Mars, has achieved a milestone by spending 13 weeks at No. 1 on the Billboard Hot 100, making it the longest-leading single of the 2010s and placing it among an elite group of songs to hold the top spot for at least 13 weeks since the chart's inception. Additionally, Natalie La Rose makes her debut in the top 10 with ""Somebody,"" featuring Jeremih. ""Uptown Funk!"" also tops the Digital Songs and Streaming Songs charts, showcasing its broad appeal across various metrics.","Mark Ronson's ""Uptown Funk!"" featuring Bruno Mars has spent 13 weeks at No. 1 on the Billboard Hot 100, making it the longest-leading song of the 2010s and just the 10th single in chart history to spend at least 13 weeks at the top. The song surpassed Robin Thicke's ""Blurred Lines"" and continues to dominate across digital sales, streaming, and radio metrics. With three more weeks of chart leadership, ""Uptown Funk!"" could tie the all-time record held by Mariah Carey and Boyz II Men's ""One Sweet Day.""","Mark Ronson's ""Uptown Funk!,"" featuring Bruno Mars, has become the longest-leading Billboard Hot 100 song of the 2010s, holding the top spot for 13 weeks. This achievement also places it among only ten singles in the Hot 100's entire history to spend at least 13 weeks at No. 1. The song continues to dominate across digital sales, streaming, and radio airplay, potentially poised to break further chart records.",3.184969902038574,2.0890450477600098,1.507371187210083,0.12068965517241378,0.2711864406779661,0.2061855670103093
(CNN)A high temperature of 63.5 degrees Fahrenheit might sound like a pleasant d,"High temperatures are recorded on the northern tip of the Antarctica Peninsula .
The World Meteorological Organization will make the final determination .","Antarctica recorded a high temperature of 63.5°F (15.5°C) on March 24, potentially marking the highest temperature ever documented on the continent at Argentina's Esperanza Base. The World Meteorological Organization is forming a committee of climatologists to investigate the measurement and its accuracy before making an official determination. This record temperature is being closely monitored by researchers studying climate change as it may indicate rising global temperatures.","Antarctica recorded a temperature of 63.5 degrees Fahrenheit (15.5 degrees Celsius) on March 24 at Argentina's Esperanza Base, possibly the highest ever recorded on the continent. The World Meteorological Organization has established an international committee of climatologists and meteorologists to verify the reading by examining the equipment, procedures, and supporting data from surrounding stations. An official determination on whether this represents a record high is expected by late summer or early fall.","Antarctica may have recorded its highest temperature ever on March 24, reaching 63.5 degrees Fahrenheit (15.5 degrees Celsius) at Argentina's Esperanza Base. The World Meteorological Organization is forming a committee of experts to verify this record, examining the measurement equipment and procedures. This potential record is significant for researchers monitoring climate change and global warming trends.",1.5138230323791504,1.7256851196289062,0.9750351905822754,0.23913043478260868,0.20833333333333334,0.175
(CNN)The United States has seemingly erupted this week about what it means to li,"A Native American from a tribe not recognized by the feds wins the return of his eagle feathers .
An IRS accountant is fired for insisting on carrying a symbolic Sikh knife to work .
A group of Chicago pastors takes on City Hall over its permits for new churches and loses .","The United States is facing intense debate over the implications of religious freedom, particularly highlighted by Indiana's new Religious Freedom Restoration Act, which critics argue allows discrimination against gay individuals. Despite the proliferation of state-level religious liberty laws since 1993, such laws rarely lead to significant victories for religious claimants, especially among Christian denominations. A notable case involves a Native American man, Robert Soto, fighting for the return of his eagle feathers, claiming his religious rights under the federal RFRA, which was recently upheld by a federal appeals court.","# Summary

Indiana's new Religious Freedom Restoration Act has sparked national debate over whether such laws protect religious exercise or enable discrimination against LGBTQ individuals. While 20 states now have religious liberty laws based on the 1993 federal RFRA, legal experts note that successful claims under these laws are rare and have primarily benefited religious minorities rather than Christian denominations. The article illustrates the complexities of religious freedom cases, including a recent example where a federal appeals court sided with a Native American man seeking the return of sacred eagle feathers confiscated by the government.","The United States is currently debating the implications of religious freedom laws, particularly Indiana's new Religious Freedom Restoration Act, which critics argue could enable discrimination against gay individuals. These state-level laws, inspired by the 1993 federal RFRA, aim to protect religious exercise but have sparked controversy, with experts questioning their effectiveness and noting that claims under them are rare and often benefit religious minorities. A notable case involves a Native American man, Robert Soto, who successfully used the federal RFRA to reclaim eagle feathers confiscated by the government, highlighting the ongoing legal complexities surrounding these acts.",3.748593807220459,2.0931360721588135,1.2666339874267578,0.14184397163120568,0.1103448275862069,0.08108108108108107
"Atlanta (CNN)Robert Lewis Burns Jr., the original drummer in Southern rock band ","Robert Lewis Burns Jr. was part of Lynyrd Skynyrd's original lineup .
His car hit a mailbox and a tree just before midnight .","Robert Lewis Burns Jr., the original drummer of Lynyrd Skynyrd, died at 64 in a car crash in Cartersville, Georgia. The accident involved Burns' vehicle hitting a mailbox and a tree, and he was not wearing a seatbelt at the time. Burns was a founding member of the iconic Southern rock band, which formed in 1965, and he left the group in 1975 before they gained widespread fame.","Robert Lewis Burns Jr., the original drummer of Southern rock band Lynyrd Skynyrd, died Friday night in a single-car crash in Cartersville, Georgia at age 64. Burns was an unrestrained passenger when his vehicle hit a mailbox and tree shortly before midnight. He had left the band in 1975 before its third album and was not involved in the tragic 1977 plane crash that killed other band members.","Robert Lewis Burns Jr., the original drummer for the Southern rock band Lynyrd Skynyrd, died Friday night at age 64 in a single-car crash in Cartersville, Georgia. Burns, who was not restrained, hit a mailbox and a tree. He was a founding member of the band, known for hits like ""Sweet Home Alabama"" and ""Freebird,"" but left before their third album in 1975.",4.552232027053833,1.6809449195861816,1.1907978057861328,0.32967032967032966,0.32608695652173914,0.3218390804597701
"Seoul, South Korea (CNN)The man accused of stabbing U.S. Ambassador Mark Lippert","Kim Ki-Jong is charged with attempted murder and assaulting a foreign envoy .
He's accused of stabbing U.S. Ambassador Mark Lippert in the face and arm .
Police said Kim opposed the joint U.S.-South Korean military drills .","Kim Ki-Jong has been charged with attempted murder for stabbing U.S. Ambassador Mark Lippert in Seoul, along with charges of assaulting a foreign envoy and business obstruction. The attack occurred during an event promoting peaceful reunification, and Lippert suffered significant injuries that required extensive medical treatment. South Korean authorities are investigating Kim's possible connections to North Korea due to his history of visits to the country.","Kim Ki-Jong has been charged with attempted murder, assault on a foreign envoy, and business obstruction for stabbing U.S. Ambassador Mark Lippert in Seoul on March 5. Lippert sustained serious facial wounds requiring 80 stitches and cuts to his arm, though he was not expected to suffer permanent damage. Police believe Kim, who has visited North Korea multiple times and has a history of violence, attacked the ambassador in opposition to joint South Korean-U.S. military drills.","Kim Ki-Jong has been charged with attempted murder, assaulting a foreign envoy, and business obstruction for stabbing U.S. Ambassador Mark Lippert in Seoul. Lippert sustained significant injuries, including a 10-centimeter facial gash requiring 80 stitches and multiple arm cuts. Kim, who has a history of similar attacks and visited North Korea multiple times, reportedly committed the act to protest joint South Korean-U.S. military drills.",2.1988627910614014,1.8529777526855469,1.3772361278533936,0.3302752293577982,0.4666666666666667,0.4954128440366973
(CNN)When Hong Kong police answered a call in the early hours of a Saturday morn,"Hong Kong banker alleged murder case adjourned until May .
The 29-year-old Rurik Jutting is accused of killing two Indonesian domestic workers .","Rurik Jutting, a 29-year-old former banker, has been charged with the murders of two Indonesian women, Seneng Mujiasih and Sumarti Ningsih, whose bodies were discovered in his Hong Kong apartment last November. Mujiasih was found on the floor with multiple wounds, while Ningsih was hidden in a suitcase on the balcony, having been killed five days earlier. A court hearing to determine if there is sufficient evidence for a trial was adjourned until May.","British banker Rurik Jutting was charged with two counts of murder after Hong Kong police discovered two Indonesian women dead in his apartment in November—one with neck and buttock wounds on the floor, and another stuffed in a suitcase on the balcony. The victims were identified as 29-year-old Seneng Mujiasih and 25-year-old Sumarti Ningsih, who had worked as domestic helpers in Hong Kong. A court hearing to determine if there was sufficient evidence to proceed to trial was adjourned until May.","In November, Hong Kong police discovered two women murdered in an upscale apartment, one with neck and buttocks cuts and the other stuffed in a suitcase. Former banker Rurik Jutting was charged with the murders of Seneng Mujiasih and Sumarti Ningsih, both Indonesian women with ties to domestic work in Hong Kong. A court hearing to determine if there's enough evidence for trial has been adjourned until May.",2.431230068206787,1.9428789615631104,1.0649547576904297,0.12121212121212123,0.12844036697247707,0.1956521739130435
