article_snippet,reference_summary,openai_summary,anthropic_summary,openai_latency,anthropic_latency,openai_rouge1,openai_rouge2,openai_rougeL,anthropic_rouge1,anthropic_rouge2,anthropic_rougeL
"(CNN)When singer Avril Lavigne went missing from the music scene, there was tons","The singer had been off the scene for a while .
She says she was bedridden for months .
Lavigne was sometimes too weak to shower .","Avril Lavigne has revealed that she was bedridden for five months due to Lyme disease, which left her feeling incapacitated and was difficult to diagnose initially. After receiving overwhelming support from fans, she is now 80 percent better and is preparing to release a new single to benefit the Special Olympics, expressing that her illness has provided her with a renewed perspective on life.","Avril Lavigne revealed that she was bedridden for five months after contracting Lyme disease, which she believes resulted from a tick bite last spring. The illness caused severe symptoms including difficulty breathing, talking, and moving, leading doctors months to properly diagnose her condition. Now 80 percent recovered, Lavigne is releasing new music and says the experience has given her a renewed perspective on life.",2.2529170513153076,1.4216058254241943,0.25,0.06976744186046512,0.15909090909090912,0.2727272727272727,0.06976744186046512,0.13636363636363635
"(CNN)A trip to a former heavyweight champ's gaudy, abandoned mansion. The talles","Here are six of CNN's best videos of the week .
Clips include a look at Mike Tyson's abandoned mansion .","This week's highlights include a video tour of Mike Tyson's former Ohio mansion, which is being converted into a church, and a thrilling look at the world's tallest roller coaster, Fury 325, at Carowinds amusement park. Additionally, an interview with Bikram Choudhury addresses serious allegations of sexual assault from former students, while a shepherd recounts witnessing the tragic crash of Germanwings Flight 9525.","This week's top videos include a tour of Mike Tyson's abandoned 1980s mansion in Ohio that is being converted into a church, footage of the world's tallest and fastest roller coaster at a North Carolina amusement park, and a CNN exclusive investigation into allegations that Bikram yoga creator Bikram Choudhury sexually assaulted former students. The collection also features interviews covering the Germanwings plane crash in the French Alps, a debate on Indiana's religious freedom law, and a study on what facial features people find beautiful.",2.725611925125122,1.8893251419067383,0.3218390804597701,0.09411764705882354,0.16091954022988506,0.2727272727272727,0.09259259259259259,0.16363636363636364
Washington (CNN)Israeli Prime Minister Benjamin Netanyahu criticized the deal si,"Netanyahu says third option is ""standing firm"" to get a better deal .
Political sparring continues in U.S. over the deal with Iran .","Israeli Prime Minister Benjamin Netanyahu criticized the recent nuclear deal between six world powers and Iran, asserting that there are better options than the agreement or military action. He argued that the deal does not sufficiently roll back Iran's nuclear program and that Iran cannot be trusted to comply with its terms. The deal has sparked debate among U.S. lawmakers, with some expressing support while others, including Republican presidential candidates, argue it offers Iran too much leeway.","Israeli Prime Minister Benjamin Netanyahu criticized the Iran nuclear deal framework, arguing there is a ""third alternative"" to either accepting the deal or war—standing firm and increasing pressure for better terms. Netanyahu contended the agreement doesn't adequately dismantle Iran's nuclear program and said Iran cannot be trusted to honor the agreement, citing the country's history of deception. The comments fueled ongoing partisan debate, with Democrats defending the deal as workable and Republicans arguing it gives Iran too much flexibility.",1.7007858753204346,1.7881040573120117,0.2156862745098039,0.04,0.1568627450980392,0.2641509433962264,0.038461538461538464,0.169811320754717
(CNN)Standing up for what you believe. What does it cost you? What do you gain? ,"Indiana town's Memories Pizza is shut down after online threat .
Its owners say they'd refuse to cater a same-sex couple's wedding .","Memories Pizza in Walkerton, Indiana, became embroiled in controversy after its owners declared they would not cater a same-sex wedding, igniting debates over the state's Religious Freedom Restoration Act. Following the announcement, the pizzeria faced both severe backlash, including calls for boycotts and threats, as well as significant support, culminating in over $842,000 raised through a GoFundMe campaign. This incident underscores the divided reactions to the intersection of religious beliefs and LGBTQ+ rights.","# Summary

Memories Pizza in Indiana faced intense backlash after its owners stated they would refuse to cater same-sex weddings, sparking calls for boycotts and social media criticism over the state's Religious Freedom Restoration Act. However, supporters of the restaurant rallied to their defense, and a GoFundMe campaign raised over $842,000 for the business by the end of the week, even as critics continued online harassment and one person made threats to burn down the establishment.",2.031247854232788,1.6439642906188965,0.297029702970297,0.10101010101010101,0.2178217821782178,0.3495145631067961,0.09900990099009901,0.2330097087378641
"(CNN)Police in the Indian city of Malegaon, in the western state of Maharashtra,","Authorities in the Indian city of Malegaon have asked residents to take a 'mugshot' of their cattle .
Cows are revered by the majority Hindu population, and many parts of the country have laws banning the slaughter of cattle .
Officials in Malegaon believe this is the best way to solve cow slaughter cases and enforce the law .","Police in Malegaon, Maharashtra, are requiring residents to provide identity cards and 'mugshots' for their cattle in response to a new state law banning beef sales and consumption. This initiative aims to create a database to help enforce the law and prevent cow slaughter, which is illegal in the state due to cultural beliefs. While some residents have complied, beef traders have protested the measures and plan to challenge the law in court.","Police in Malegaon, India are requiring cattle owners to register their livestock with identity cards and photographs to enforce a state-wide ban on beef sales and consumption. The initiative creates a database to help authorities track and prevent cow slaughter cases, which are considered serious offenses in the Hindu-majority state of Maharashtra. The new regulations have prompted over 100 residents to register their cattle, though the move has drawn criticism from beef traders and consumers who view it as government overreach.",1.8390650749206543,1.7429089546203613,0.41860465116279066,0.12598425196850394,0.2635658914728682,0.3884892086330935,0.08759124087591241,0.2014388489208633
"(CNN)It's the kind of thing you see in movies, like Robert Redford's role in ""Al","A South Carolina man says he spent 66 days alone at sea before being rescued .
Other sole survivor stories include a Japanese man washed away by a tsunami .
An El Salvador man says he drifted from Mexico to Marshall Islands over a year .","Survival stories of individuals stranded at sea are rare but often miraculous, showcasing human ingenuity and resilience. Recent examples include Louis Jordan, who survived after his sailboat capsized and he was rescued 200 miles off the North Carolina coast, and Jose Salvador Alvarenga, who survived over a year adrift in the Pacific Ocean. These accounts highlight the extreme challenges faced by those lost at sea and the incredible determination required to endure such hardships.","The article highlights rare cases of people surviving extended periods lost at sea through resourcefulness and luck, rather than relying on technology or nearby rescue. Two examples are featured: Louis Jordan, who survived for weeks after his sailboat capsized off the Carolina coast by rationing water and catching fish with laundry, and Jose Salvador Alvarenga, who drifted across the Pacific Ocean for over a year after his fishing boat lost its engine. These extraordinary survival stories are presented as exceptions, as most cases of people stranded at sea end tragically rather than in rescue.",4.66227388381958,1.882871150970459,0.22222222222222224,0.05217391304347826,0.11965811965811968,0.16058394160583941,0.044444444444444446,0.13138686131386862
(CNN)The world's biggest and most powerful physics experiment is taking place as,"The Large Hadron Collider (LHC) begins again after a two-year shutdown .
The restart was delayed in March .","The Large Hadron Collider (LHC), the world's largest particle accelerator, has restarted operations after a two-year shutdown, successfully circulating its first beams again. Scientists aim to recreate conditions from moments after the Big Bang to enhance understanding of the universe, addressing fundamental questions in particle physics and exploring topics like dark matter. With a cost of approximately three billion euros, the LHC's energization could lead to groundbreaking discoveries in the field.","The Large Hadron Collider, the world's largest particle accelerator, has restarted after a two-year shutdown and begun circulating beams through its 17-mile ring for the first time. Scientists at CERN plan to use the LHC to recreate conditions from moments after the Big Bang to answer fundamental physics questions about the origin of mass, dark matter, and dark energy. The $3.3 billion machine generates 600 million particles per second and will eventually be ramped up to record energy levels to probe deeper into the universe's mysteries.",1.5464069843292236,1.6933302879333496,0.30434782608695654,0.17777777777777778,0.26086956521739135,0.22018348623853212,0.1308411214953271,0.18348623853211007
"Atlanta (CNN)It was a scene worthy of any top cop show on TV -- bullets flying, ","FBI agents and a suspected serial robber exchange gunfire in an FBI stakeout .
Two FBI agents are injured and the suspect is shot during the gunfight .","FBI agents captured 36-year-old Kevone Charleston after he was shot during a confrontation while attempting to rob a CVS pharmacy in Forsyth County, Georgia. Charleston, suspected of 32 commercial robberies since 2013, led agents on a brief chase, injuring two agents in the process, but their injuries are not life-threatening. The incident concluded a lengthy FBI investigation into Charleston's criminal activities.","FBI agents pursued 36-year-old Kevone Charleston, suspected of 32 commercial robberies since 2013, as he attempted to rob a CVS pharmacy in Georgia on Saturday morning. When confronted, Charleston fled in his vehicle and collided with multiple FBI cars, resulting in two agents being injured in a crash and the suspect being shot and wounded. Charleston was apprehended and taken into custody with non-life-threatening injuries.",1.7730247974395752,1.59688401222229,0.3076923076923077,0.0449438202247191,0.17582417582417584,0.2947368421052632,0.06451612903225806,0.25263157894736843
(CNN)Sky watchers in western North America are in for a treat: a nearly five-min,"The total eclipse will only last 4 minutes and 43 seconds .
People west of the Mississippi River will have the best view .
Parts of South America, India, China and Russia also will see the eclipse .","Sky watchers in western North America experienced a nearly five-minute total lunar eclipse early this morning, the shortest of the century. The eclipse began at 3:16 a.m. PDT, with the total phase lasting only four minutes and 43 seconds, and it was best viewed west of the Mississippi River while partially visible across the nation. The event is part of a series of four lunar eclipses, with this third eclipse occurring in a tetrad that began in 2014.","A nearly five-minute total lunar eclipse occurred in western North America, lasting just four minutes and 43 seconds—the shortest of the century. The eclipse was visible across most of North America west of the Mississippi River, as well as parts of South America, India, China, and Russia. This eclipse is the third in a rare series of four consecutive lunar eclipses known as a ""tetrad,"" with the final one scheduled for September 28.",1.759242296218872,1.5329711437225342,0.396551724137931,0.1929824561403509,0.27586206896551724,0.43636363636363634,0.2777777777777778,0.39999999999999997
(CNN)The terrorist group Al-Shabaab has claimed an attack on Garissa University ,"Terrorist group Al-Shabaab has attacked a Kenyan college, killing and taking hostages .
It is a clear indicator the security situation in East Africa is deteriorating, says Stefan Wolff .
More than military action aloe is needed to combat terrorism in the region, he says .","Al-Shabaab has attacked Garissa University College in eastern Kenya, resulting in numerous fatalities and hostages, marking an escalation in the group's activities and highlighting the worsening security situation in East Africa. The terrorist organization, which is based in Somalia, has a history of cross-border raids into Kenya, particularly targeting Christians. This recent attack reflects Al-Shabaab's ongoing influence and the complex regional dynamics involving various extremist groups and regional military responses.","Al-Shabaab claimed responsibility for an attack on Garissa University College in Kenya that killed numerous people and took hostages, marking another escalation in the terrorist group's activities and a sign of deteriorating security in East Africa. The Somalia-based group has conducted a series of attacks in Kenya since 2011, including the 2013 Westgate Shopping Centre massacre, prompting a military response from Kenya as part of an African Union mission supporting Somalia's government. Al-Shabaab emerged from militant factions following Somalia's civil war and has evolved from targeting Ethiopian forces to expanding attacks against the Somali government and neighboring countries, while pledging allegiance to al-Qaeda in 2012.",1.7048017978668213,2.001296043395996,0.3529411764705883,0.13675213675213677,0.2857142857142857,0.28205128205128205,0.06493506493506493,0.1923076923076923
"(CNN)Easter is a cornerstone event in the Christian faith, but it's surrounded b","Easter is a key event in the Christian faith, but where did the Easter Bunny come from?
Why is the date different every year, and what does it have to do with the moon?","Easter, a significant celebration in the Christian faith marking the Crucifixion and Resurrection of Christ, features various traditions, including the Easter bunny and colorful eggs. The Vatican recently held multiple services during Holy Week, culminating in outdoor Mass led by Pope Francis, who addressed global suffering and encouraged compassion. The article also highlights the differing dates of Easter celebrations between Western and Eastern Orthodox Christians, and notes the connection between the holiday's timing and cosmic events, such as the recent blood moon.","Easter, a cornerstone Christian holiday celebrating Christ's Crucifixion and Resurrection, is surrounded by unique traditions like the Easter bunny and colored eggs, and unlike Christmas, its date shifts each spring based on astronomical calculations. Pope Francis led Easter celebrations at the Vatican while Catholics and Armenian Christians also observed the holiday in Jerusalem's Church of the Holy Sepulcher, though Eastern Orthodox Christians will celebrate a week later using the Julian calendar. The date of Easter is determined through complex calculations involving astronomy and the lunar calendar.",1.9494099617004395,1.8303449153900146,0.2735042735042735,0.08695652173913043,0.23931623931623933,0.22950819672131148,0.06666666666666667,0.16393442622950818
"(CNN)After years of making the case that the education of athletes is paramount,","In response to lawsuit, NCAA says it doesn't control quality of education for student-athletes .
But its website emphasizes importance of education, ""opportunities to learn""
Lawsuit claims students didn't get an education because of academic fraud at UNC .","The NCAA has declared that it bears no legal responsibility for ensuring the academic integrity of educational opportunities for student-athletes, despite previously emphasizing the importance of education in its mission. This stance comes in response to a lawsuit from former University of North Carolina athletes, which accuses the NCAA of negligence related to a significant academic fraud scandal. Critics argue that this contradiction undermines the NCAA's stated commitment to academics and integrity in college sports.","The NCAA is facing a lawsuit from former University of North Carolina athletes who claim they didn't receive a proper education due to an academic fraud scandal, but the NCAA is arguing in court that it has no legal responsibility to ensure the quality of education at member institutions—contradicting its own public messaging that education is paramount. The lawsuit centers on UNC's massive academic fraud scheme where thousands of athletes were placed in fake classes over 18 years to maintain their eligibility. Critics argue the NCAA's legal position contradicts its stated core principles and represents ""double talk.""",1.8402760028839111,1.8432271480560303,0.358974358974359,0.1565217391304348,0.27350427350427353,0.3687943262411348,0.07194244604316548,0.15602836879432624
(CNN)A Connecticut teen who has been forced to have chemotherapy to treat Hodgki,"Judge won't allow teen leave hospital before her last chemotherapy treatment .
Attorneys for the teen are deciding whether to appeal .
Cassandra C. is now in remission and is no longer opposed to the chemotherapy treatments .","A Connecticut teen, Cassandra C., remains in state custody after a judge denied her request to return home despite being in remission from Hodgkin lymphoma following nearly six months of forced chemotherapy. Her attorney argues that she poses no imminent risk and expresses disappointment in the ruling, which contradicts evidence of her health improvement. Cassandra's treatment is expected to conclude this month, and while she desires to complete it, her legal team is considering further appeals.","A Connecticut teen with Hodgkin lymphoma who was forced into state custody to undergo chemotherapy against her wishes remains in temporary state custody after a judge denied her motion to return home. The 17-year-old, identified as ""Cassandra C.,"" is now in remission after nearly six months of forced chemotherapy treatments and is scheduled to complete treatment this month. Her attorneys expressed disappointment with the ruling and are considering further appeals, while the state's Department of Children and Families maintains it acted in her best interest to save her life.",1.534165859222412,1.7415528297424316,0.3185840707964602,0.036036036036036036,0.1592920353982301,0.34375,0.1111111111111111,0.203125
"(CNN)Mark Ronson's ""Uptown Funk!,"" featuring Bruno Mars, is the longest-leading ","The song rules the chart for 13th week .
It passes Robin Thicke's ""Blurred Lines""
Song three weeks from potentially tying ""One Sweet Day"" for record .","Mark Ronson's ""Uptown Funk!,"" featuring Bruno Mars, has set a record as the longest-leading song on the Billboard Hot 100 of the 2010s, maintaining its No. 1 position for 13 weeks. This accomplishment places it among only ten singles in the chart's history to achieve at least 13 weeks at the top. Additionally, Natalie La Rose makes her debut in the top 10 with the song ""Somebody,"" featuring Jeremih.","Mark Ronson's ""Uptown Funk!"" featuring Bruno Mars has become the longest-leading Billboard Hot 100 song of the 2010s with 13 weeks at number one, surpassing Robin Thicke's ""Blurred Lines."" The track is now only the 10th single in Billboard Hot 100 history to spend at least 13 weeks at number one and is on track to potentially break the all-time record of 16 weeks held by Mariah Carey and Boyz II Men's ""One Sweet Day.""",2.221013307571411,1.8200490474700928,0.22448979591836737,0.041666666666666664,0.163265306122449,0.2830188679245283,0.11538461538461539,0.2641509433962264
(CNN)A high temperature of 63.5 degrees Fahrenheit might sound like a pleasant d,"High temperatures are recorded on the northern tip of the Antarctica Peninsula .
The World Meteorological Organization will make the final determination .","Antarctica recorded a temperature of 63.5 degrees Fahrenheit on March 24, potentially marking the highest temperature ever noted on the continent. This measurement, taken at Argentina's Esperanza Base, is being investigated by an international committee organized by the World Meteorological Organization to validate its accuracy and adherence to proper monitoring procedures. Climate researchers view such anomalies in Antarctica as critical indicators of global warming trends.","Antarctica recorded what may be its highest temperature ever at 63.5 degrees Fahrenheit (15.5 degrees Celsius) on March 24 at Argentina's Esperanza Base on the Antarctic Peninsula. The World Meteorological Organization is assembling an international committee of experts to verify the reading by examining the equipment, procedures, and surrounding station records. Climate researchers are closely monitoring such temperature changes in Antarctica as potential evidence of global warming.",2.196739912033081,1.9431748390197754,0.25,0.0930232558139535,0.18181818181818182,0.30769230769230765,0.11235955056179776,0.19780219780219777
(CNN)The United States has seemingly erupted this week about what it means to li,"A Native American from a tribe not recognized by the feds wins the return of his eagle feathers .
An IRS accountant is fired for insisting on carrying a symbolic Sikh knife to work .
A group of Chicago pastors takes on City Hall over its permits for new churches and loses .","The United States has been embroiled in a debate over religious freedom, particularly regarding Indiana's Religious Freedom Restoration Act, which critics argue allows discrimination against LGBTQ+ individuals. Despite these laws being designed to protect religious practices, cases invoking them are infrequent and typically involve religious minorities, leading experts to question their effectiveness. Recent legal cases, such as that of Robert Soto, highlight ongoing conflicts between federal regulations and the assertion of religious rights, illustrating the complexities surrounding religious liberty in America.","Indiana's new Religious Freedom Restoration Act has sparked national controversy over whether such laws protect religious practice or enable discrimination against LGBTQ individuals. While 20 states now have similar religious liberty laws modeled after the 1993 federal RFRA, legal experts note that actual claims under these laws are rare and have mostly benefited religious minorities rather than Christian denominations. The article highlights a case involving Native American eagle feathers to illustrate how religious freedom protections can be complex and contested in court.",2.2543387413024902,2.038668155670166,0.12121212121212122,0.0,0.07575757575757576,0.16541353383458648,0.030534351145038167,0.10526315789473684
"Atlanta (CNN)Robert Lewis Burns Jr., the original drummer in Southern rock band ","Robert Lewis Burns Jr. was part of Lynyrd Skynyrd's original lineup .
His car hit a mailbox and a tree just before midnight .","Robert Lewis Burns Jr., the original drummer of Lynyrd Skynyrd, died in a car crash in Cartersville, Georgia, at the age of 64. The accident occurred shortly before midnight when his car struck a mailbox and a tree; he was not wearing a seatbelt at the time. Burns was a founding member of the band, known for hits like ""Sweet Home Alabama"" and ""Freebird,"" and left the group in 1975.","Robert Lewis Burns Jr., the original drummer of Southern rock band Lynyrd Skynyrd, died Friday night in a single-car crash in Cartersville, Georgia at age 64. Burns was part of the band's original lineup formed in Jacksonville, Florida in 1965, but left before their third album in 1975 due to exhaustion from touring. Lynyrd Skynyrd guitarist Gary Rossington, the only surviving original member, paid tribute to Burns as ""a funny guy"" and ""a great great drummer.""",1.3963689804077148,1.5352060794830322,0.4086021505376344,0.24175824175824173,0.30107526881720437,0.3366336633663366,0.18181818181818182,0.25742574257425743
"Seoul, South Korea (CNN)The man accused of stabbing U.S. Ambassador Mark Lippert","Kim Ki-Jong is charged with attempted murder and assaulting a foreign envoy .
He's accused of stabbing U.S. Ambassador Mark Lippert in the face and arm .
Police said Kim opposed the joint U.S.-South Korean military drills .","Kim Ki-Jong has been charged with attempted murder for stabbing U.S. Ambassador Mark Lippert in Seoul last month, along with assaulting a foreign envoy and business obstruction. The attack occurred during an event advocating peaceful reunification between North and South Korea, with Kim reportedly opposing U.S.-South Korean military drills. Lippert suffered significant injuries but is not expected to have permanent damage, while authorities investigate Kim's potential connections to North Korea.","Kim Ki-Jong has been charged with attempted murder, assault of a foreign envoy, and business obstruction for stabbing U.S. Ambassador Mark Lippert in Seoul on March 5. Lippert suffered a 10-centimeter gash on his face and jaw requiring 80 stitches, plus additional cuts on his arm and hand, but is expected to recover without permanent damage. Police believe Kim, who has a history of violence and previous visits to North Korea, committed the attack to protest joint South Korean-U.S. military exercises.",2.5994958877563477,1.8414621353149414,0.5391304347826087,0.33628318584070793,0.4173913043478261,0.5238095238095237,0.25806451612903225,0.44444444444444453
(CNN)When Hong Kong police answered a call in the early hours of a Saturday morn,"Hong Kong banker alleged murder case adjourned until May .
The 29-year-old Rurik Jutting is accused of killing two Indonesian domestic workers .","29-year-old Rurik Jutting, a former banker, has been charged with the murders of two Indonesian women in Hong Kong, with a court hearing to determine if there is enough evidence to proceed to trial adjourned until May. The victims, Seneng Mujiasih and Sumarti Ningsih, were discovered in the apartment where Jutting lived—one was found on the floor with severe injuries, and the other hidden in a suitcase on the balcony. The case has prompted public outcry and calls for justice from the victims' families and the local community.","A British banker named Rurik Jutting was charged with two counts of murder after Hong Kong police discovered two Indonesian women dead in his apartment in November—one on the floor with neck and buttock wounds, and another stuffed in a suitcase on the balcony. The victims, 29-year-old Seneng Mujiasih and 25-year-old Sumarti Ningsih, were both migrant workers from Indonesia, with Ningsih being a mother of a five-year-old child. A court hearing to determine if there is sufficient evidence to proceed to trial was adjourned until May.",1.7616779804229736,1.7656588554382324,0.3157894736842105,0.16071428571428573,0.14035087719298245,0.3103448275862069,0.12280701754385966,0.1206896551724138
"(CNN)""Jake the dog and Finn the human. The fun will never end. Adventure Time."" ","Thai Airways subsidiary Thai Smile features Cartoon Network paint job on A320 jet .
Overhead bins, head rests and air sick bags feature characters from Cartoon Network .","Thai Smile, a subsidiary of Thai Airways, has launched a new Airbus A320 featuring colorful livery and interior designs based on the popular animated series ""Adventure Time."" The plane showcases characters such as Jake, Finn, and Princess Bubblegum, and is part of a partnership with Cartoon Network Amazone, a new water park in Thailand. The inaugural flight is set for April 4, traveling from Bangkok to Phuket.","Thai Smile Airlines, a subsidiary of Thai Airways, unveiled a new Airbus A320 featuring characters from the popular Cartoon Network show ""Adventure Time,"" with the aircraft's exterior and interior decorated with images of Jake, Finn, and Princess Bubblegum. The themed plane is a partnership between Thai Smile and Cartoon Network Amazone, a new water park near Pattaya, Thailand, and will begin its inaugural flight from Bangkok to Phuket on April 4.",1.6926109790802002,1.6366841793060303,0.2795698924731183,0.06593406593406592,0.17204301075268816,0.3061224489795918,0.125,0.1836734693877551
(CNN)Imprisoned soldier Chelsea Manning can now communicate with the world  -- i,"Manning is serving a 35-year sentence for leaking thousands of classified documents .
She says she will be using a voice phone to dictate her tweets .","Imprisoned soldier Chelsea Manning has joined Twitter and will communicate through dictated tweets shared by a media firm, as she lacks direct internet access in prison. Manning, serving a 35-year sentence for leaking classified documents, expressed her desire for a two-way conversation with her followers and has transitioned to a female identity while receiving hormone therapy. Convicted of 20 charges, including violations of the Espionage Act, she has also contributed written pieces to major publications from behind bars.","Chelsea Manning, imprisoned for leaking classified documents, has joined Twitter and will dictate tweets via phone to a communications firm since she lacks internet access in prison. Manning, who is serving a 35-year sentence and is transgender, aims to use the platform for two-way conversation with her followers. She has previously contributed opinion pieces to major publications while incarcerated.",2.147325038909912,1.902106761932373,0.3584905660377359,0.1346153846153846,0.22641509433962265,0.4827586206896552,0.18823529411764703,0.22988505747126436
(CNN)President Barack Obama tied himself to the mast of a nuclear deal with Iran,"Frida Ghitis: President Barack Obama is right to want a deal, but this one gives Iran too much .
She says the framework agreement starts lifting Iran sanctions much too soon .","President Obama is heavily invested in securing a nuclear deal with Iran, intertwining his political legacy with the negotiations, which are perceived to favor Iran rather than the U.S. Critics argue that his desperation for an agreement, driven by political considerations, undermines America's position and may lead to greater instability in the region, as evidenced by Saudi Arabia's potential pursuit of nuclear capabilities in response to Iranian advances. The current framework for an agreement raises doubts about its effectiveness in preventing Iran from developing nuclear weapons.","President Obama has become so politically invested in reaching a nuclear deal with Iran that his desperation to achieve an agreement has weakened America's negotiating position and strengthened Iran's hand. The article argues that Obama's need for a foreign policy legacy achievement has led to problematic negotiating tactics and a framework agreement that appears insufficient to prevent Iran from developing nuclear weapons. This perceived weakness is reportedly encouraging regional instability, with countries like Saudi Arabia now considering their own nuclear programs.",2.3416969776153564,1.81485915184021,0.18487394957983191,0.017094017094017092,0.1680672268907563,0.21052631578947364,0.01785714285714286,0.15789473684210525
"(CNN)Universal's ""Furious 7"" continues to build momentum at the Friday box offic","The final film featuring the late Paul Walker, ""Furious 7"" is opening around the globe this weekend .
It's worldwide debut may approach or cross $300 million by the end of Easter Sunday .","Universal's ""Furious 7"" is projected to achieve a record-breaking debut of $135 million to $138 million at the North American box office, along with an international opening that could push its worldwide total to nearly $300 million by Easter Sunday. The film is notable for being the last featuring Paul Walker, who passed away in 2013, and it is set for a wide release across 4,003 theaters domestically and over 10,500 screens internationally. With massive anticipation due to its franchise popularity and the remembrance of Walker, ""Furious 7"" is expected to surpass previous April opening records.","""Furious 7"" is projected to earn $135-$138 million in its opening weekend, the largest North American debut since fall 2013, with a possible worldwide total approaching or exceeding $300 million. The final film featuring late actor Paul Walker is receiving the widest release in Universal's history across 4,003 domestic theaters and over 10,500 international screens. The film's massive opening is driven by the popularity of the street-racing franchise and public interest surrounding Walker's death in 2013, which had delayed production until 2014.",2.4229910373687744,4.627270221710205,0.33082706766917297,0.10687022900763357,0.15037593984962405,0.39344262295081966,0.15,0.21311475409836064
(CNN)Deion Sanders is such a dad. The NFL legend called out Deion Sanders Jr. on,"Deion Sanders calls out son for ""hood doughnuts"" comments .
""You're a Huxtable with a million $ trust fund. Stop the hood stuff!""","Deion Sanders playfully criticized his son, Deion Sanders Jr., on Twitter for claiming he only eats ""hood doughnuts,"" reminding him of his privileged status with a trust fund and a clothing line. Junior, a wide receiver and aspiring entrepreneur, took the teasing in good humor, retweeting his father's remarks. The exchange highlighted the light-hearted dynamic between the two, with the hashtags #versacesheets, #Huxtable, and #Trustfund adding to the fun.","Deion Sanders publicly called out his son on Twitter for claiming to only eat ""hood doughnuts,"" reminding him that he has a trust fund, condo, and clothing line. Sanders Jr., a wide receiver at SMU and aspiring entrepreneur, had previously stated his preference for doughnuts from ""a place in the hood"" in a plain white box. The younger Sanders took the public ribbing in stride by retweeting his father's comments.",1.6260430812835693,1.6356658935546875,0.2795698924731183,0.08791208791208792,0.23655913978494622,0.3225806451612903,0.10989010989010987,0.2795698924731183
"(CNN)According to an outside review by Columbia Journalism School professors, ""(","An outside review found that a Rolling Stone article about campus rape was ""deeply flawed""
Danny Cevallos says that there are obstacles to a successful libel case, should one be filed .","An external review by Columbia Journalism School identified significant failures in Rolling Stone's editorial process that led to a flawed article about an alleged gang rape at the University of Virginia. The publication's managing editor issued an apology, acknowledging the harm caused to various parties, including the involved fraternity. The legal implications of defamation regarding the fraternity and the university remain complex, influenced by the standards for proving false and defamatory statements.","# Summary

A Columbia Journalism School review found that Rolling Stone magazine failed in its reporting, editing, and fact-checking on a discredited article about an alleged gang rape at the University of Virginia, prompting the magazine to apologize. While the flawed reporting could support defamation claims, legal experts note that the University of Virginia cannot sue as a government entity, and fraternities face challenges proving they were specifically defamed rather than just mentioned in the article.",1.331367015838623,2.2532758712768555,0.20952380952380953,0.058252427184466014,0.1523809523809524,0.26168224299065423,0.0761904761904762,0.20560747663551404
"(CNN)One of Tokyo's most prominent districts has taken a small, but potentially ","Shibuya ward in Tokyo passes an ordinance that gives same-sex couples some of the rights of married heterosexual couples .
Activists welcome the decision; hope that it will lead to greater equality for LGBT people in Japan .
Recent poll finds most young Japanese open to the idea of gay marriage .","Shibuya ward in Tokyo has passed an ordinance that allows same-sex couples to obtain ""partnership certificates,"" granting them some rights similar to those of married heterosexual couples, such as hospital visitation and co-signing tenancy agreements. Although these certificates are not legally binding and do not equate to marriage, proponents of marriage equality view this as a significant step toward greater recognition of LGBT rights in Japan. The decision is seen as a move towards visibility and understanding of the LGBT community, with other districts considering similar measures.","Shibuya ward in Tokyo has passed an ordinance allowing same-sex couples to register for ""partnership certificates"" that grant them limited rights such as hospital visitation and co-signing tenancy agreements, though not full marriage equality. While the certificates are not legally binding and exclude benefits controlled by the federal government like joint tax filing, LGBT activists view the move as a significant first step toward marriage equality in socially conservative Japan. The decision has garnered support from gay rights groups and young adults, with neighboring Setagaya ward considering similar measures.",2.2416419982910156,1.8804218769073486,0.4316546762589928,0.20437956204379562,0.3453237410071942,0.3687943262411348,0.11510791366906475,0.2553191489361702
(CNN)Blue Bell ice cream has temporarily shut down one of its manufacturing plan,"A test in Kansas finds listeria in a Blue Bell ice cream cup .
The company announces it is temporarily shutting a plant to check for the source .
Three people in Kansas have died from a listeria outbreak .","Blue Bell ice cream has temporarily closed its Broken Arrow, Oklahoma, manufacturing plant after discovering listeria contamination in ice cream produced there. The CDC has issued a warning to consumers not to eat Blue Bell products made at this facility, particularly certain 3-ounce servings, while the company conducts a thorough investigation. The situation follows previous listeria-related outbreaks linked to Blue Bell products, with several illnesses and fatalities reported in Kansas.","Blue Bell ice cream has shut down its Broken Arrow, Oklahoma manufacturing plant after listeria contamination was discovered in ice cream servings from that facility. The CDC warned consumers not to eat Blue Bell products made at the plant, particularly 3-ounce servings with specific coding dates, as the contamination is linked to a listeria outbreak at a Kansas hospital where five people were infected and three died. This is the third recall action Blue Bell has taken in response to listeria concerns, with investigations ongoing to determine if the ice cream is definitively the source of infections.",1.702495813369751,2.1513867378234863,0.3302752293577982,0.09345794392523364,0.2018348623853211,0.34074074074074073,0.09022556390977443,0.16296296296296295
